STRUCTURE;STRUCTURE_ID;STRUCTURE_NAME;ACTION;REF_AREA;Reference area;FREQ;Frequency of observation;MEASURE;Measure.1;UNIT_MEASURE;Unit of measure;AGE;Age.1;SEX;Sex.1;SOCIO_ECON_STATUS;Socio-economic status;DEATH_CAUSE;Cause of death;CALC_METHODOLOGY;Calculation methodology;GESTATION_THRESHOLD;Gestation period threshold;HEALTH_STATUS;Health status;DISEASE;Disease.1;CANCER_SITE;Cancer site;TIME_PERIOD;Time period;OBS_VALUE;Observation value;DECIMALS;Decimals.1;OBS_STATUS;Observation status;OBS_STATUS2;Observation status 2;OBS_STATUS3;Observation status 3;UNIT_MULT;Unit multiplier
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CAN;Canada;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2003;;239;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CAN;Canada;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2004;;231;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CAN;Canada;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2006;;216;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CAN;Canada;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2007;;219;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CAN;Canada;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2008;;215;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CAN;Canada;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2009;;208;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CAN;Canada;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2010;;202;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CAN;Canada;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2011;;195;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CAN;Canada;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2012;;194;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CAN;Canada;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2013;;193;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CAN;Canada;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2014;;191;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CAN;Canada;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2015;;188;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CAN;Canada;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2016;;183;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CAN;Canada;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2017;;184;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CAN;Canada;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2018;;185;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CAN;Canada;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2019;;179;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CAN;Canada;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2020;;189;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CAN;Canada;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2021;;193;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CAN;Canada;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2022;;184;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CHL;Chile;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2000;;293;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CHL;Chile;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2001;;301;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CHL;Chile;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2002;;290;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CHL;Chile;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2003;;287;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CHL;Chile;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2004;;281;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CHL;Chile;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2005;;271;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CHL;Chile;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2006;;265;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CHL;Chile;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2007;;259;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CHL;Chile;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2008;;251;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CHL;Chile;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2009;;254;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CHL;Chile;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2010;;256;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CHL;Chile;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2011;;240;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CHL;Chile;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2012;;238;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CHL;Chile;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2013;;236;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CHL;Chile;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2014;;234;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CHL;Chile;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2015;;229;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CHL;Chile;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2016;;219;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CHL;Chile;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2017;;210;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CHL;Chile;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2018;;200;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CHL;Chile;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2019;;202;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CHL;Chile;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2020;;245;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CHL;Chile;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2021;;266;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CHL;Chile;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2022;;229;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;COL;Colombia;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2000;;443;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;COL;Colombia;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2001;;435;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;COL;Colombia;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2002;;424;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;COL;Colombia;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2003;;403;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;COL;Colombia;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2004;;387;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;COL;Colombia;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2005;;366;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;COL;Colombia;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2006;;356;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;COL;Colombia;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2007;;340;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;COL;Colombia;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2008;;332;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;COL;Colombia;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2009;;316;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;COL;Colombia;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2010;;304;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;COL;Colombia;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2011;;282;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;COL;Colombia;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2012;;279;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;COL;Colombia;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2013;;272;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;COL;Colombia;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2014;;262;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;COL;Colombia;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2015;;262;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;COL;Colombia;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2016;;260;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;COL;Colombia;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2017;;252;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;COL;Colombia;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2018;;253;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;COL;Colombia;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2019;;247;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;COL;Colombia;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2020;;328;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;COL;Colombia;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2021;;419;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CRI;Costa Rica;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2000;;285;;;;;;;;;;;
